plate_ID,timepoint,well,Type,Compound,Concentration,OD,median
gradient1,T0,O19,Compound,Coumaphos,12,0.17070000000000002,0.163
gradient1,T0,O20,Compound,Coumaphos,1,0.16035,0.163
gradient1,T0,O22,Compound,Coumaphos,15,0.16005,0.163
gradient1,T0,O23,Compound,dl-alpha-methyl-p-tyrosine,15,0.16255,0.163
gradient1,T0,O24,Compound,Bephenium Hydroxynaphthoate,0.1,0.16065000000000002,0.163
gradient1,T0,P01,Compound,Bephenium Hydroxynaphthoate,10,0.15635,0.163
gradient1,T0,P02,Compound,Coumaphos,6,0.16275,0.163
gradient1,T0,P03,Compound,Coumaphos,2,0.15575,0.163
gradient1,T0,P04,Compound,Bephenium Hydroxynaphthoate,2,0.16310000000000002,0.163
gradient1,T0,P05,Compound,dl-alpha-methyl-p-tyrosine,0.1,0.1656,0.163
gradient1,T0,P06,Compound,Coumaphos,0.5,0.16125,0.163
gradient1,T0,P07,Compound,Coumaphos,2,0.16215000000000002,0.163
gradient1,T0,P08,Compound,Bephenium Hydroxynaphthoate,2,0.1638,0.163
gradient1,T0,P09,Compound,Coumaphos,4,0.16549999999999998,0.163
gradient1,T0,P10,Compound,Bephenium Hydroxynaphthoate,4,0.1653,0.163
gradient1,T0,P11,Compound,Coumaphos,1,0.16115000000000002,0.163
gradient1,T0,P12,Compound,Coumaphos,8,0.1701,0.163
gradient1,T0,P13,Compound,Coumaphos,5,0.16455,0.163
gradient1,T0,P14,Compound,Coumaphos,0.1,0.16725,0.163
gradient1,T0,P15,Compound,dl-alpha-methyl-p-tyrosine,2,0.1633,0.163
gradient1,T0,P17,Compound,dl-alpha-methyl-p-tyrosine,4,0.1617,0.163
gradient1,T0,P18,Compound,Bephenium Hydroxynaphthoate,12,0.1691,0.163
gradient1,T0,P19,Compound,Coumaphos,0.1,0.16335,0.163
gradient1,T0,P20,Compound,Coumaphos,5,0.16060000000000002,0.163
gradient1,T0,P22,Compound,Coumaphos,0.1,0.16315000000000002,0.163
gradient1,T0,P23,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.16554999999999995,0.163
gradient1,T0,P24,Compound,Coumaphos,8,0.17345,0.163
gradient1,T1,A01,Compound,Coumaphos,10,0.306,0.22452499999999995
gradient1,T1,A02,Compound,Bephenium Hydroxynaphthoate,3,0.15235,0.22452499999999995
gradient1,T1,A04,Compound,dl-alpha-methyl-p-tyrosine,12,0.2938,0.22452499999999995
gradient1,T1,A05,Compound,Bephenium Hydroxynaphthoate,15,0.2927,0.22452499999999995
gradient1,T1,A06,Compound,Bephenium Hydroxynaphthoate,5,0.31484999999999996,0.22452499999999995
gradient1,T1,A07,Compound,Coumaphos,8,0.27895000000000003,0.22452499999999995
gradient1,T1,A08,Compound,Coumaphos,6,0.27525,0.22452499999999995
gradient1,T1,A09,Compound,dl-alpha-methyl-p-tyrosine,15,0.3221,0.22452499999999995
gradient1,T1,A10,Compound,dl-alpha-methyl-p-tyrosine,3,0.22175,0.22452499999999995
gradient1,T1,A11,Compound,Coumaphos,5,0.1975,0.22452499999999995
gradient1,T1,A12,Compound,Coumaphos,15,0.16655,0.22452499999999995
gradient1,T1,A13,Compound,dl-alpha-methyl-p-tyrosine,4,0.1968,0.22452499999999995
gradient1,T1,A14,Compound,Bephenium Hydroxynaphthoate,0.1,0.2794,0.22452499999999995
gradient1,T1,A15,Compound,dl-alpha-methyl-p-tyrosine,3,0.25125,0.22452499999999995
gradient1,T1,A16,Compound,Bephenium Hydroxynaphthoate,4,0.18085,0.22452499999999995
gradient1,T1,A17,Compound,Bephenium Hydroxynaphthoate,6,0.2782,0.22452499999999995
gradient1,T1,A18,Compound,dl-alpha-methyl-p-tyrosine,5,0.1852,0.22452499999999995
gradient1,T1,A19,Compound,Coumaphos,5,0.16410000000000002,0.22452499999999995
gradient1,T1,A20,Compound,dl-alpha-methyl-p-tyrosine,2,0.2365,0.22452499999999995
gradient1,T1,A21,Compound,Coumaphos,4,0.7618999999999999,0.22452499999999995
gradient1,T1,A22,Compound,Bephenium Hydroxynaphthoate,5,0.19835,0.22452499999999995
gradient1,T1,A23,Compound,dl-alpha-methyl-p-tyrosine,15,0.17145,0.22452499999999995
gradient1,T1,A24,Compound,dl-alpha-methyl-p-tyrosine,12,0.11895,0.22452499999999995
gradient1,T1,B01,Compound,dl-alpha-methyl-p-tyrosine,6,0.15235,0.22452499999999995
gradient1,T1,B02,Compound,Coumaphos,12,0.19505,0.22452499999999995
gradient1,T1,B03,Compound,dl-alpha-methyl-p-tyrosine,2,0.1595,0.22452499999999995
gradient1,T1,B04,Compound,dl-alpha-methyl-p-tyrosine,6,0.27615,0.22452499999999995
gradient1,T1,B05,Compound,Bephenium Hydroxynaphthoate,8,0.19715,0.22452499999999995
gradient1,T1,B06,Compound,Bephenium Hydroxynaphthoate,4,0.28565,0.22452499999999995
gradient1,T1,B07,Compound,Bephenium Hydroxynaphthoate,1,0.2006,0.22452499999999995
gradient1,T1,B08,Compound,Bephenium Hydroxynaphthoate,8,0.25185,0.22452499999999995
gradient1,T1,B09,Compound,Bephenium Hydroxynaphthoate,10,0.238,0.22452499999999995
gradient1,T1,B10,Compound,Bephenium Hydroxynaphthoate,1,0.23785,0.22452499999999995
gradient1,T1,B11,Compound,Bephenium Hydroxynaphthoate,0.5,0.2268,0.22452499999999995
gradient1,T1,B12,Compound,Bephenium Hydroxynaphthoate,12,0.3225,0.22452499999999995
gradient1,T1,B13,Compound,dl-alpha-methyl-p-tyrosine,6,0.2356,0.22452499999999995
gradient1,T1,B14,Compound,dl-alpha-methyl-p-tyrosine,8,0.2523,0.22452499999999995
gradient1,T1,B15,Compound,Coumaphos,4,0.22575,0.22452499999999995
gradient1,T1,B16,Compound,Bephenium Hydroxynaphthoate,5,0.23025,0.22452499999999995
gradient1,T1,B17,Compound,dl-alpha-methyl-p-tyrosine,0.1,0.29059999999999997,0.22452499999999995
gradient1,T1,B19,Compound,Bephenium Hydroxynaphthoate,2,0.2208,0.22452499999999995
gradient1,T1,B20,Compound,Coumaphos,12,0.26080000000000003,0.22452499999999995
gradient1,T1,B21,Compound,Coumaphos,0.5,0.16535,0.22452499999999995
gradient1,T1,B22,Compound,Coumaphos,3,0.19,0.22452499999999995
gradient1,T1,B23,Compound,dl-alpha-methyl-p-tyrosine,15,0.19885,0.22452499999999995
gradient1,T1,B24,Compound,dl-alpha-methyl-p-tyrosine,0.1,0.1506,0.22452499999999995
gradient1,T1,C01,Compound,Bephenium Hydroxynaphthoate,0.1,0.16965,0.22452499999999995
gradient1,T1,C02,Compound,Coumaphos,0.5,0.2015,0.22452499999999995
gradient1,T1,C03,Compound,dl-alpha-methyl-p-tyrosine,8,0.15835,0.22452499999999995
gradient1,T1,C04,Compound,dl-alpha-methyl-p-tyrosine,1,0.22045,0.22452499999999995
gradient1,T1,C05,Compound,Bephenium Hydroxynaphthoate,10,0.23215,0.22452499999999995
gradient1,T1,C06,Compound,dl-alpha-methyl-p-tyrosine,5,0.2196,0.22452499999999995
gradient1,T1,C07,Compound,Coumaphos,10,0.26805,0.22452499999999995
gradient1,T1,C08,Compound,Coumaphos,4,0.2365,0.22452499999999995
gradient1,T1,C09,Compound,Bephenium Hydroxynaphthoate,6,0.23205,0.22452499999999995
gradient1,T1,C10,Compound,dl-alpha-methyl-p-tyrosine,12,0.2287,0.22452499999999995
gradient1,T1,C11,Compound,Bephenium Hydroxynaphthoate,3,0.9848,0.22452499999999995
gradient1,T1,C12,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.27155,0.22452499999999995
gradient1,T1,C13,Compound,dl-alpha-methyl-p-tyrosine,3,0.3833,0.22452499999999995
gradient1,T1,C14,Compound,dl-alpha-methyl-p-tyrosine,5,0.5297499999999999,0.22452499999999995
gradient1,T1,C15,Compound,Coumaphos,8,0.2642,0.22452499999999995
gradient1,T1,C16,Compound,Coumaphos,6,0.2179,0.22452499999999995
gradient1,T1,C17,Compound,dl-alpha-methyl-p-tyrosine,6,0.23215,0.22452499999999995
gradient1,T1,C18,Compound,dl-alpha-methyl-p-tyrosine,1,0.3147,0.22452499999999995
gradient1,T1,C19,Compound,Coumaphos,0.1,0.19125,0.22452499999999995
gradient1,T1,C20,Compound,dl-alpha-methyl-p-tyrosine,8,0.19905,0.22452499999999995
gradient1,T1,C21,Compound,Bephenium Hydroxynaphthoate,10,0.232,0.22452499999999995
gradient1,T1,C22,Compound,Bephenium Hydroxynaphthoate,15,0.1432,0.22452499999999995
gradient1,T1,C23,Compound,dl-alpha-methyl-p-tyrosine,4,0.27125,0.22452499999999995
gradient1,T1,C24,Compound,dl-alpha-methyl-p-tyrosine,1,0.24205,0.22452499999999995
gradient1,T1,D01,Compound,Bephenium Hydroxynaphthoate,15,0.15105,0.22452499999999995
gradient1,T1,D02,Compound,Bephenium Hydroxynaphthoate,1,0.2153,0.22452499999999995
gradient1,T1,D03,Compound,Bephenium Hydroxynaphthoate,0.5,0.2356,0.22452499999999995
gradient1,T1,D04,Compound,Coumaphos,10,0.26280000000000003,0.22452499999999995
gradient1,T1,D05,Compound,Bephenium Hydroxynaphthoate,3,0.20035,0.22452499999999995
gradient1,T1,D06,Compound,dl-alpha-methyl-p-tyrosine,4,0.2437,0.22452499999999995
gradient1,T1,D07,Compound,Coumaphos,0.1,0.30184999999999995,0.22452499999999995
gradient1,T1,D08,Compound,dl-alpha-methyl-p-tyrosine,1,0.3828,0.22452499999999995
gradient1,T1,D09,Compound,Coumaphos,0.1,0.21155,0.22452499999999995
gradient1,T1,D10,Compound,Bephenium Hydroxynaphthoate,15,0.2085,0.22452499999999995
gradient1,T1,D11,Compound,Coumaphos,3,0.22975,0.22452499999999995
gradient1,T1,D12,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.32130000000000003,0.22452499999999995
gradient1,T1,D13,Compound,dl-alpha-methyl-p-tyrosine,15,0.27175,0.22452499999999995
gradient1,T1,D14,Compound,Bephenium Hydroxynaphthoate,12,0.27695000000000003,0.22452499999999995
gradient1,T1,D15,Compound,Bephenium Hydroxynaphthoate,0.1,0.316,0.22452499999999995
gradient1,T1,D16,Compound,Bephenium Hydroxynaphthoate,5,0.2944,0.22452499999999995
gradient1,T1,D18,Compound,Coumaphos,8,0.1835,0.22452499999999995
gradient1,T1,D19,Compound,Coumaphos,2,0.18295,0.22452499999999995
gradient1,T1,D20,Compound,Coumaphos,4,0.1789,0.22452499999999995
gradient1,T1,D21,Compound,Coumaphos,1,0.2822,0.22452499999999995
gradient1,T1,D22,Compound,Coumaphos,12,0.19355,0.22452499999999995
gradient1,T1,D23,Compound,dl-alpha-methyl-p-tyrosine,10,0.27895000000000003,0.22452499999999995
gradient1,T1,D24,Compound,Bephenium Hydroxynaphthoate,5,0.13805,0.22452499999999995
gradient1,T1,E01,Compound,Bephenium Hydroxynaphthoate,2,0.13935,0.22452499999999995
gradient1,T1,E02,Compound,Coumaphos,10,0.33585,0.22452499999999995
gradient1,T1,E03,Compound,Bephenium Hydroxynaphthoate,3,0.23275,0.22452499999999995
gradient1,T1,E04,Compound,dl-alpha-methyl-p-tyrosine,12,0.7166,0.22452499999999995
gradient1,T1,E05,Compound,dl-alpha-methyl-p-tyrosine,12,0.24045,0.22452499999999995
gradient1,T1,E07,Compound,Bephenium Hydroxynaphthoate,0.1,0.1981,0.22452499999999995
gradient1,T1,E08,Compound,dl-alpha-methyl-p-tyrosine,3,0.4095,0.22452499999999995
gradient1,T1,E09,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.3749,0.22452499999999995
gradient1,T1,E10,Compound,Coumaphos,10,0.2313,0.22452499999999995
gradient1,T1,E11,Compound,Bephenium Hydroxynaphthoate,10,0.90855,0.22452499999999995
gradient1,T1,E12,Compound,Bephenium Hydroxynaphthoate,4,1.02215,0.22452499999999995
gradient1,T1,E13,Compound,Coumaphos,2,0.8018000000000001,0.22452499999999995
gradient1,T1,E14,Compound,Bephenium Hydroxynaphthoate,10,0.5197,0.22452499999999995
gradient1,T1,E15,Compound,Bephenium Hydroxynaphthoate,0.5,0.21265,0.22452499999999995
gradient1,T1,E16,Compound,dl-alpha-methyl-p-tyrosine,15,0.24325,0.22452499999999995
gradient1,T1,E17,Compound,Bephenium Hydroxynaphthoate,2,0.2436,0.22452499999999995
gradient1,T1,E18,Compound,Coumaphos,3,0.15660000000000002,0.22452499999999995
gradient1,T1,E19,Compound,Bephenium Hydroxynaphthoate,8,0.13985,0.22452499999999995
gradient1,T1,E20,Compound,Bephenium Hydroxynaphthoate,6,0.25785,0.22452499999999995
gradient1,T1,E21,Compound,Coumaphos,10,0.26680000000000004,0.22452499999999995
gradient1,T1,E22,Compound,Coumaphos,4,0.2157,0.22452499999999995
gradient1,T1,E23,Compound,Coumaphos,6,0.62555,0.22452499999999995
gradient1,T1,F01,Compound,Bephenium Hydroxynaphthoate,12,0.13445,0.22452499999999995
gradient1,T1,F02,Compound,Coumaphos,6,0.1942,0.22452499999999995
gradient1,T1,F03,Compound,Bephenium Hydroxynaphthoate,0.5,0.1959,0.22452499999999995
gradient1,T1,F04,Compound,dl-alpha-methyl-p-tyrosine,12,0.40035,0.22452499999999995
gradient1,T1,F05,Compound,Coumaphos,1,0.2837,0.22452499999999995
gradient1,T1,F06,Compound,dl-alpha-methyl-p-tyrosine,1,0.1994,0.22452499999999995
gradient1,T1,F07,Compound,Coumaphos,4,0.20855,0.22452499999999995
gradient1,T1,F08,Compound,dl-alpha-methyl-p-tyrosine,0.1,0.32894999999999996,0.22452499999999995
gradient1,T1,F10,Compound,dl-alpha-methyl-p-tyrosine,0.1,0.35695,0.22452499999999995
gradient1,T1,F11,Compound,Bephenium Hydroxynaphthoate,0.1,0.22545,0.22452499999999995
gradient1,T1,F12,Compound,dl-alpha-methyl-p-tyrosine,1,0.28155,0.22452499999999995
gradient1,T1,F13,Compound,Coumaphos,3,0.4023,0.22452499999999995
gradient1,T1,F14,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.2065,0.22452499999999995
gradient1,T1,F15,Compound,Coumaphos,1,0.49995,0.22452499999999995
gradient1,T1,F16,Compound,dl-alpha-methyl-p-tyrosine,0.1,0.5375000000000001,0.22452499999999995
gradient1,T1,F17,Compound,dl-alpha-methyl-p-tyrosine,3,0.63695,0.22452499999999995
gradient1,T1,F18,Compound,Bephenium Hydroxynaphthoate,8,0.18115,0.22452499999999995
gradient1,T1,F19,Compound,dl-alpha-methyl-p-tyrosine,10,0.6863,0.22452499999999995
gradient1,T1,F20,Compound,Coumaphos,0.1,0.28474999999999995,0.22452499999999995
gradient1,T1,F21,Compound,Bephenium Hydroxynaphthoate,1,0.3186,0.22452499999999995
gradient1,T1,F22,Compound,Bephenium Hydroxynaphthoate,12,0.24435,0.22452499999999995
gradient1,T1,F23,Compound,dl-alpha-methyl-p-tyrosine,5,0.25434999999999997,0.22452499999999995
gradient1,T1,F24,Compound,Bephenium Hydroxynaphthoate,1,0.1249,0.22452499999999995
gradient1,T1,G02,Compound,Bephenium Hydroxynaphthoate,2,0.30355,0.22452499999999995
gradient1,T1,G03,Compound,Coumaphos,3,0.2079,0.22452499999999995
gradient1,T1,G04,Compound,Bephenium Hydroxynaphthoate,1,0.409,0.22452499999999995
gradient1,T1,G06,Compound,Bephenium Hydroxynaphthoate,0.1,1.0582,0.22452499999999995
gradient1,T1,G07,Compound,Coumaphos,15,1.00765,0.22452499999999995
gradient1,T1,G08,Compound,Coumaphos,10,0.1926,0.22452499999999995
gradient1,T1,G09,Compound,Coumaphos,2,0.24215,0.22452499999999995
gradient1,T1,G10,Compound,dl-alpha-methyl-p-tyrosine,1,0.2006,0.22452499999999995
gradient1,T1,G11,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.2542,0.22452499999999995
gradient1,T1,G12,Compound,Bephenium Hydroxynaphthoate,0.5,0.20375,0.22452499999999995
gradient1,T1,G13,Compound,Coumaphos,5,0.46215000000000006,0.22452499999999995
gradient1,T1,G14,Compound,Bephenium Hydroxynaphthoate,0.5,0.22565,0.22452499999999995
gradient1,T1,G15,Compound,Bephenium Hydroxynaphthoate,4,0.8865000000000001,0.22452499999999995
gradient1,T1,G16,Compound,Bephenium Hydroxynaphthoate,6,0.7496999999999999,0.22452499999999995
gradient1,T1,G17,Compound,dl-alpha-methyl-p-tyrosine,8,0.32865,0.22452499999999995
gradient1,T1,G18,Compound,dl-alpha-methyl-p-tyrosine,10,0.24375,0.22452499999999995
gradient1,T1,G19,Compound,Coumaphos,12,0.17035,0.22452499999999995
gradient1,T1,G20,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.27855,0.22452499999999995
gradient1,T1,G21,Compound,dl-alpha-methyl-p-tyrosine,5,0.29810000000000003,0.22452499999999995
gradient1,T1,G22,Compound,dl-alpha-methyl-p-tyrosine,5,0.2304,0.22452499999999995
gradient1,T1,G23,Compound,Bephenium Hydroxynaphthoate,8,0.7013,0.22452499999999995
gradient1,T1,G24,Compound,Bephenium Hydroxynaphthoate,10,0.13385000000000002,0.22452499999999995
gradient1,T1,H02,Compound,Bephenium Hydroxynaphthoate,8,0.16,0.22452499999999995
gradient1,T1,H03,Compound,dl-alpha-methyl-p-tyrosine,8,0.265,0.22452499999999995
gradient1,T1,H04,Compound,Coumaphos,6,0.6138,0.22452499999999995
gradient1,T1,H05,Compound,Bephenium Hydroxynaphthoate,15,0.24255,0.22452499999999995
gradient1,T1,H07,Compound,dl-alpha-methyl-p-tyrosine,4,0.22285,0.22452499999999995
gradient1,T1,H08,Compound,Coumaphos,6,0.2907,0.22452499999999995
gradient1,T1,H09,Compound,Bephenium Hydroxynaphthoate,1,0.3024,0.22452499999999995
gradient1,T1,H10,Compound,dl-alpha-methyl-p-tyrosine,0.1,0.2412,0.22452499999999995
gradient1,T1,H11,Compound,Bephenium Hydroxynaphthoate,0.5,0.2422,0.22452499999999995
gradient1,T1,H12,Compound,Bephenium Hydroxynaphthoate,10,0.34404999999999997,0.22452499999999995
gradient1,T1,H13,Compound,Coumaphos,1,0.4275,0.22452499999999995
gradient1,T1,H14,Compound,Coumaphos,2,0.2692,0.22452499999999995
gradient1,T1,H15,Compound,Coumaphos,0.5,0.21435,0.22452499999999995
gradient1,T1,H16,Compound,dl-alpha-methyl-p-tyrosine,6,0.25739999999999996,0.22452499999999995
gradient1,T1,H17,Compound,Coumaphos,8,0.35914999999999997,0.22452499999999995
gradient1,T1,H18,Compound,Bephenium Hydroxynaphthoate,10,0.2017,0.22452499999999995
gradient1,T1,H19,Compound,Coumaphos,12,0.28325,0.22452499999999995
gradient1,T1,H20,Compound,dl-alpha-methyl-p-tyrosine,6,0.2913,0.22452499999999995
gradient1,T1,H21,Compound,Bephenium Hydroxynaphthoate,6,0.18205,0.22452499999999995
gradient1,T1,H22,Compound,Bephenium Hydroxynaphthoate,2,0.14784999999999998,0.22452499999999995
gradient1,T1,H23,Compound,Bephenium Hydroxynaphthoate,15,0.25845,0.22452499999999995
gradient1,T1,H24,Compound,Bephenium Hydroxynaphthoate,4,0.1424,0.22452499999999995
gradient1,T1,I01,Compound,dl-alpha-methyl-p-tyrosine,8,0.18255,0.22452499999999995
gradient1,T1,I02,Compound,Coumaphos,12,0.1715,0.22452499999999995
gradient1,T1,I03,Compound,Bephenium Hydroxynaphthoate,3,0.20915,0.22452499999999995
gradient1,T1,I04,Compound,dl-alpha-methyl-p-tyrosine,3,0.2577,0.22452499999999995
gradient1,T1,I05,Compound,Bephenium Hydroxynaphthoate,0.5,0.34935000000000005,0.22452499999999995
gradient1,T1,I06,Compound,Bephenium Hydroxynaphthoate,0.5,0.7322,0.22452499999999995
gradient1,T1,I07,Compound,dl-alpha-methyl-p-tyrosine,8,0.2203,0.22452499999999995
gradient1,T1,I08,Compound,dl-alpha-methyl-p-tyrosine,4,0.27875,0.22452499999999995
gradient1,T1,I09,Compound,dl-alpha-methyl-p-tyrosine,3,0.25395,0.22452499999999995
gradient1,T1,I11,Compound,Coumaphos,5,0.23385,0.22452499999999995
gradient1,T1,I12,Compound,Bephenium Hydroxynaphthoate,6,0.41245,0.22452499999999995
gradient1,T1,I13,Compound,dl-alpha-methyl-p-tyrosine,10,0.3641,0.22452499999999995
gradient1,T1,I14,Compound,Bephenium Hydroxynaphthoate,10,0.41345,0.22452499999999995
gradient1,T1,I15,Compound,Bephenium Hydroxynaphthoate,0.1,0.26325,0.22452499999999995
gradient1,T1,I16,Compound,Coumaphos,1,0.74205,0.22452499999999995
gradient1,T1,I17,Compound,Coumaphos,4,0.22485,0.22452499999999995
gradient1,T1,I18,Compound,dl-alpha-methyl-p-tyrosine,6,0.9398,0.22452499999999995
gradient1,T1,I19,Compound,Coumaphos,15,0.2236,0.22452499999999995
gradient1,T1,I20,Compound,Coumaphos,2,0.33465,0.22452499999999995
gradient1,T1,I21,Compound,Coumaphos,0.1,0.28090000000000004,0.22452499999999995
gradient1,T1,I22,Compound,Coumaphos,6,1.16755,0.22452499999999995
gradient1,T1,I23,Compound,Coumaphos,15,0.28185,0.22452499999999995
gradient1,T1,I24,Compound,Bephenium Hydroxynaphthoate,0.5,0.86065,0.22452499999999995
gradient1,T1,J01,Compound,dl-alpha-methyl-p-tyrosine,2,0.16904999999999998,0.22452499999999995
gradient1,T1,J02,Compound,dl-alpha-methyl-p-tyrosine,1,0.2556,0.22452499999999995
gradient1,T1,J03,Compound,Coumaphos,1,0.1998,0.22452499999999995
gradient1,T1,J04,Compound,dl-alpha-methyl-p-tyrosine,15,0.24014999999999995,0.22452499999999995
gradient1,T1,J05,Compound,Coumaphos,4,0.24105,0.22452499999999995
gradient1,T1,J06,Compound,Bephenium Hydroxynaphthoate,1,0.30525,0.22452499999999995
gradient1,T1,J07,Compound,Bephenium Hydroxynaphthoate,8,0.21795,0.22452499999999995
gradient1,T1,J08,Compound,Bephenium Hydroxynaphthoate,4,0.2892,0.22452499999999995
gradient1,T1,J10,Compound,Bephenium Hydroxynaphthoate,15,0.25295,0.22452499999999995
gradient1,T1,J11,Compound,Coumaphos,15,0.18295,0.22452499999999995
gradient1,T1,J12,Compound,dl-alpha-methyl-p-tyrosine,3,0.2633,0.22452499999999995
gradient1,T1,J13,Compound,Bephenium Hydroxynaphthoate,2,0.2421,0.22452499999999995
gradient1,T1,J14,Compound,dl-alpha-methyl-p-tyrosine,10,0.27125,0.22452499999999995
gradient1,T1,J15,Compound,Bephenium Hydroxynaphthoate,5,0.25935,0.22452499999999995
gradient1,T1,J16,Compound,Coumaphos,3,0.24435,0.22452499999999995
gradient1,T1,J17,Compound,dl-alpha-methyl-p-tyrosine,0.5,0.22365,0.22452499999999995
gradient1,T1,J18,Compound,Bephenium Hydroxynaphthoate,0.1,0.1955,0.22452499999999995
gradient1,T1,J19,Compound,Bephenium Hydroxynaphthoate,5,0.21415,0.22452499999999995
gradient1,T1,J20,Compound,Bephenium Hydroxynaphthoate,12,0.2153,0.22452499999999995
gradient1,T1,J21,Compound,Coumaphos,8,0.3085,0.22452499999999995
gradient1,T1,J22,Compound,Coumaphos,10,0.2465,0.22452499999999995
gradient1,T1,J23,Compound,dl-alpha-methyl-p-tyrosine,0.1,0.2186,0.22452499999999995
gradient1,T1,J24,Compound,dl-alpha-methyl-p-tyrosine,2,0.32375,0.22452499999999995
gradient1,T1,K01,Compound,dl-alpha-methyl-p-tyrosine,5,0.14035,0.22452499999999995
gradient1,T1,K02,Compound,dl-alpha-methyl-p-tyrosine,10,0.19845,0.22452499999999995
gradient1,T1,K03,Compound,dl-alpha-methyl-p-tyrosine,10,0.1683,0.22452499999999995
gradient1,T1,K04,Compound,Bephenium Hydroxynaphthoate,3,0.31915,0.22452499999999995
gradient1,T1,K05,Compound,dl-alpha-methyl-p-tyrosine,12,0.3619,0.22452499999999995
gradient1,T1,K06,Compound,dl-alpha-methyl-p-tyrosine,15,0.3782,0.22452499999999995
gradient1,T1,K07,Compound,dl-alpha-methyl-p-tyrosine,4,0.59215,0.22452499999999995
gradient1,T1,K08,Compound,dl-alpha-methyl-p-tyrosine,12,0.28295000000000003,0.22452499999999995
gradient1,T1,K09,Compound,Bephenium Hydroxynaphthoate,8,0.32755,0.22452499999999995
gradient1,T1,K10,Compound,Coumaphos,2,0.2566,0.22452499999999995
gradient1,T1,K11,Compound,dl-alpha-methyl-p-tyrosine,0.1,0.2472,0.22452499999999995
gradient1,T1,K12,Compound,Bephenium Hydroxynaphthoate,0.1,0.2695,0.22452499999999995
gradient1,T1,K13,Compound,dl-alpha-methyl-p-tyrosine,6,0.8506,0.22452499999999995
gradient1,T1,K14,Compound,Coumaphos,8,0.253,0.22452499999999995
gradient1,T1,K15,Compound,Coumaphos,0.5,0.27555,0.22452499999999995
gradient1,T1,K16,Compound,Bephenium Hydroxynaphthoate,12,0.5597000000000001,0.22452499999999995
gradient1,T1,K17,Compound,Bephenium Hydroxynaphthoate,15,0.4326,0.22452499999999995
gradient1,T1,K18,Compound,Coumaphos,0.1,0.21745,0.22452499999999995
gradient1,T1,K21,Compound,Coumaphos,3,0.80375,0.22452499999999995
gradient1,T1,K22,Compound,Bephenium Hydroxynaphthoate,4,0.95395,0.22452499999999995
gradient1,T1,K23,Compound,dl-alpha-methyl-p-tyrosine,5,0.24115,0.22452499999999995
gradient1,T1,K24,Compound,Coumaphos,0.1,0.8015,0.22452499999999995
gradient1,T1,L01,Compound,Coumaphos,5,0.1119,0.22452499999999995
gradient1,T1,L02,Compound,Bephenium Hydroxynaphthoate,1,0.1466,0.22452499999999995
gradient1,T1,L05,Compound,dl-alpha-methyl-p-tyrosine,2,0.66075,0.22452499999999995
gradient1,T1,L06,Compound,Coumaphos,0.5,0.25470000000000004,0.22452499999999995
gradient1,T1,L07,Compound,dl-alpha-methyl-p-tyrosine,10,0.22665,0.22452499999999995
gradient1,T1,L08,Compound,Bephenium Hydroxynaphthoate,4,0.25944999999999996,0.22452499999999995
gradient1,T1,L09,Compound,Coumaphos,6,0.2824,0.22452499999999995
gradient1,T1,L10,Compound,dl-alpha-methyl-p-tyrosine,15,0.2293,0.22452499999999995
gradient1,T1,L11,Compound,Coumaphos,4,0.1911,0.22452499999999995
gradient1,T1,L12,Compound,Coumaphos,12,0.184,0.22452499999999995
