plate_ID,timepoint,well,Type,Compound,Concentration,OD,median
gradient2,T0,L03,Control,Bephenium Hydroxynaphthoate,0,0.1583,0.16049999999999998
gradient2,T0,L04,Control,Bephenium Hydroxynaphthoate,0,0.1548,0.16049999999999998
gradient2,T0,M06,Control,Bephenium Hydroxynaphthoate,0,0.15895,0.16049999999999998
gradient2,T0,M13,Control,Bephenium Hydroxynaphthoate,0,0.1566,0.16049999999999998
gradient2,T0,M17,Control,Bephenium Hydroxynaphthoate,0,0.1586,0.16049999999999998
gradient2,T0,O01,Control,Bephenium Hydroxynaphthoate,0,0.16145,0.16049999999999998
gradient2,T0,O03,Control,Bephenium Hydroxynaphthoate,0,0.1628,0.16049999999999998
gradient2,T0,O21,Control,Bephenium Hydroxynaphthoate,0,0.16555,0.16049999999999998
gradient2,T0,P16,Control,Bephenium Hydroxynaphthoate,0,0.1652,0.16049999999999998
gradient2,T0,P21,Control,Bephenium Hydroxynaphthoate,0,0.1582,0.16049999999999998
gradient2,T1,A03,Control,Bephenium Hydroxynaphthoate,0,0.25575000000000003,0.25995
gradient2,T1,B18,Control,Bephenium Hydroxynaphthoate,0,0.26234999999999997,0.25995
gradient2,T1,D17,Control,Bephenium Hydroxynaphthoate,0,0.3043,0.25995
gradient2,T1,E06,Control,Bephenium Hydroxynaphthoate,0,0.2034,0.25995
gradient2,T1,E24,Control,Bephenium Hydroxynaphthoate,0,0.20015,0.25995
gradient2,T1,F09,Control,Bephenium Hydroxynaphthoate,0,1.41905,0.25995
gradient2,T1,G01,Control,Bephenium Hydroxynaphthoate,0,0.54825,0.25995
gradient2,T1,G05,Control,Bephenium Hydroxynaphthoate,0,0.3261,0.25995
gradient2,T1,H01,Control,Bephenium Hydroxynaphthoate,0,0.20245,0.25995
gradient2,T1,H06,Control,Bephenium Hydroxynaphthoate,0,0.2389,0.25995
gradient2,T1,I10,Control,Bephenium Hydroxynaphthoate,0,0.27835,0.25995
gradient2,T1,J09,Control,Bephenium Hydroxynaphthoate,0,0.24015,0.25995
gradient2,T1,K19,Control,Bephenium Hydroxynaphthoate,0,0.29915,0.25995
gradient2,T1,K20,Control,Bephenium Hydroxynaphthoate,0,0.31205,0.25995
gradient2,T1,L03,Control,Bephenium Hydroxynaphthoate,0,0.2808,0.25995
gradient2,T1,L04,Control,Bephenium Hydroxynaphthoate,0,0.29164999999999996,0.25995
gradient2,T1,M06,Control,Bephenium Hydroxynaphthoate,0,0.2683,0.25995
gradient2,T1,M13,Control,Bephenium Hydroxynaphthoate,0,0.17004999999999998,0.25995
gradient2,T1,M17,Control,Bephenium Hydroxynaphthoate,0,0.2551,0.25995
gradient2,T1,O01,Control,Bephenium Hydroxynaphthoate,0,0.54985,0.25995
gradient2,T1,O03,Control,Bephenium Hydroxynaphthoate,0,0.2228,0.25995
gradient2,T1,O21,Control,Bephenium Hydroxynaphthoate,0,0.25755,0.25995
gradient2,T1,P16,Control,Bephenium Hydroxynaphthoate,0,0.2322,0.25995
gradient2,T1,P21,Control,Bephenium Hydroxynaphthoate,0,0.23745,0.25995
gradient2,T2,A03,Control,Bephenium Hydroxynaphthoate,0,0.4837,0.5062
gradient2,T2,B18,Control,Bephenium Hydroxynaphthoate,0,0.50125,0.5062
gradient2,T2,D17,Control,Bephenium Hydroxynaphthoate,0,0.55635,0.5062
gradient2,T2,E06,Control,Bephenium Hydroxynaphthoate,0,0.4883499999999999,0.5062
gradient2,T2,E24,Control,Bephenium Hydroxynaphthoate,0,0.44395,0.5062
gradient2,T2,F09,Control,Bephenium Hydroxynaphthoate,0,0.406,0.5062
gradient2,T2,G01,Control,Bephenium Hydroxynaphthoate,0,0.6947000000000001,0.5062
gradient2,T2,G05,Control,Bephenium Hydroxynaphthoate,0,0.5638,0.5062
gradient2,T2,H01,Control,Bephenium Hydroxynaphthoate,0,0.4567,0.5062
gradient2,T2,H06,Control,Bephenium Hydroxynaphthoate,0,0.5163500000000001,0.5062
gradient2,T2,I10,Control,Bephenium Hydroxynaphthoate,0,0.5431999999999999,0.5062
gradient2,T2,J09,Control,Bephenium Hydroxynaphthoate,0,0.53135,0.5062
gradient2,T2,K19,Control,Bephenium Hydroxynaphthoate,0,0.5607500000000001,0.5062
gradient2,T2,K20,Control,Bephenium Hydroxynaphthoate,0,0.57125,0.5062
gradient2,T2,L03,Control,Bephenium Hydroxynaphthoate,0,0.5157,0.5062
gradient2,T2,L04,Control,Bephenium Hydroxynaphthoate,0,0.55075,0.5062
gradient2,T2,M06,Control,Bephenium Hydroxynaphthoate,0,0.5336000000000001,0.5062
gradient2,T2,M13,Control,Bephenium Hydroxynaphthoate,0,0.431,0.5062
gradient2,T2,M17,Control,Bephenium Hydroxynaphthoate,0,0.35405,0.5062
gradient2,T2,O01,Control,Bephenium Hydroxynaphthoate,0,0.50635,0.5062
gradient2,T2,O03,Control,Bephenium Hydroxynaphthoate,0,0.49755,0.5062
gradient2,T2,O21,Control,Bephenium Hydroxynaphthoate,0,0.50605,0.5062
gradient2,T2,P16,Control,Bephenium Hydroxynaphthoate,0,0.47025,0.5062
gradient2,T2,P21,Control,Bephenium Hydroxynaphthoate,0,0.5057499999999999,0.5062
gradient3,T0,A03,Control,Bephenium Hydroxynaphthoate,0,0.1649,0.159775
gradient3,T0,B18,Control,Bephenium Hydroxynaphthoate,0,0.16235,0.159775
gradient3,T0,D17,Control,Bephenium Hydroxynaphthoate,0,0.18025,0.159775
gradient3,T0,E06,Control,Bephenium Hydroxynaphthoate,0,0.15855000000000002,0.159775
gradient3,T0,E24,Control,Bephenium Hydroxynaphthoate,0,0.16335,0.159775
gradient3,T0,F09,Control,Bephenium Hydroxynaphthoate,0,0.15894999999999998,0.159775
gradient3,T0,G01,Control,Bephenium Hydroxynaphthoate,0,0.16335,0.159775
gradient3,T0,G05,Control,Bephenium Hydroxynaphthoate,0,0.1572,0.159775
gradient3,T0,H01,Control,Bephenium Hydroxynaphthoate,0,0.1568,0.159775
gradient3,T0,H06,Control,Bephenium Hydroxynaphthoate,0,0.16065000000000002,0.159775
gradient3,T0,I10,Control,Bephenium Hydroxynaphthoate,0,0.16205,0.159775
gradient3,T0,J09,Control,Bephenium Hydroxynaphthoate,0,0.17075,0.159775
gradient3,T0,K19,Control,Bephenium Hydroxynaphthoate,0,0.1568,0.159775
gradient3,T0,K20,Control,Bephenium Hydroxynaphthoate,0,0.1555,0.159775
gradient3,T0,L03,Control,Bephenium Hydroxynaphthoate,0,0.1533,0.159775
gradient3,T0,L04,Control,Bephenium Hydroxynaphthoate,0,0.16,0.159775
gradient3,T0,M06,Control,Bephenium Hydroxynaphthoate,0,0.1552,0.159775
gradient3,T0,M13,Control,Bephenium Hydroxynaphthoate,0,0.16995,0.159775
gradient3,T0,M17,Control,Bephenium Hydroxynaphthoate,0,0.15955,0.159775
gradient3,T0,O01,Control,Bephenium Hydroxynaphthoate,0,0.16475,0.159775
gradient3,T0,O03,Control,Bephenium Hydroxynaphthoate,0,0.15835,0.159775
gradient3,T0,O21,Control,Bephenium Hydroxynaphthoate,0,0.15395,0.159775
gradient3,T0,P16,Control,Bephenium Hydroxynaphthoate,0,0.17395,0.159775
gradient3,T0,P21,Control,Bephenium Hydroxynaphthoate,0,0.1545,0.159775
gradient3,T1,A03,Control,Bephenium Hydroxynaphthoate,0,0.2998,0.277325
gradient3,T1,B18,Control,Bephenium Hydroxynaphthoate,0,0.26905,0.277325
gradient3,T1,D17,Control,Bephenium Hydroxynaphthoate,0,0.28115,0.277325
gradient3,T1,E06,Control,Bephenium Hydroxynaphthoate,0,0.256,0.277325
gradient3,T1,E24,Control,Bephenium Hydroxynaphthoate,0,0.19645,0.277325
gradient3,T1,F09,Control,Bephenium Hydroxynaphthoate,0,0.28375,0.277325
gradient3,T1,G01,Control,Bephenium Hydroxynaphthoate,0,0.1821,0.277325
gradient3,T1,G05,Control,Bephenium Hydroxynaphthoate,0,0.2924,0.277325
gradient3,T1,H01,Control,Bephenium Hydroxynaphthoate,0,0.1896,0.277325
gradient3,T1,H06,Control,Bephenium Hydroxynaphthoate,0,0.28035,0.277325
gradient3,T1,I10,Control,Bephenium Hydroxynaphthoate,0,0.3068,0.277325
gradient3,T1,J09,Control,Bephenium Hydroxynaphthoate,0,0.2743,0.277325
gradient3,T1,K19,Control,Bephenium Hydroxynaphthoate,0,0.24765,0.277325
gradient3,T1,K20,Control,Bephenium Hydroxynaphthoate,0,0.30585,0.277325
gradient3,T1,L03,Control,Bephenium Hydroxynaphthoate,0,0.26585000000000003,0.277325
gradient3,T1,L04,Control,Bephenium Hydroxynaphthoate,0,0.3113,0.277325
gradient3,T1,M06,Control,Bephenium Hydroxynaphthoate,0,0.28175,0.277325
gradient3,T1,M13,Control,Bephenium Hydroxynaphthoate,0,0.34285,0.277325
gradient3,T1,M17,Control,Bephenium Hydroxynaphthoate,0,0.2568,0.277325
gradient3,T1,O01,Control,Bephenium Hydroxynaphthoate,0,0.20585,0.277325
gradient3,T1,O03,Control,Bephenium Hydroxynaphthoate,0,0.20225,0.277325
gradient3,T1,O21,Control,Bephenium Hydroxynaphthoate,0,0.2571,0.277325
gradient3,T1,P16,Control,Bephenium Hydroxynaphthoate,0,0.4414,0.277325
gradient3,T1,P21,Control,Bephenium Hydroxynaphthoate,0,0.28395000000000004,0.277325
gradient3,T2,A03,Control,Bephenium Hydroxynaphthoate,0,0.52925,0.52575
gradient3,T2,B18,Control,Bephenium Hydroxynaphthoate,0,0.5810500000000001,0.52575
gradient3,T2,D17,Control,Bephenium Hydroxynaphthoate,0,0.548,0.52575
gradient3,T2,E06,Control,Bephenium Hydroxynaphthoate,0,0.54495,0.52575
gradient3,T2,E24,Control,Bephenium Hydroxynaphthoate,0,0.40905,0.52575
gradient3,T2,F09,Control,Bephenium Hydroxynaphthoate,0,0.56175,0.52575
gradient3,T2,G01,Control,Bephenium Hydroxynaphthoate,0,0.4162,0.52575
gradient3,T2,G05,Control,Bephenium Hydroxynaphthoate,0,0.5549,0.52575
gradient3,T2,H01,Control,Bephenium Hydroxynaphthoate,0,0.4549,0.52575
gradient3,T2,H06,Control,Bephenium Hydroxynaphthoate,0,0.5385500000000001,0.52575
gradient3,T2,I10,Control,Bephenium Hydroxynaphthoate,0,0.56655,0.52575
gradient3,T2,J09,Control,Bephenium Hydroxynaphthoate,0,0.54525,0.52575
gradient3,T2,K19,Control,Bephenium Hydroxynaphthoate,0,0.4921,0.52575
gradient3,T2,K20,Control,Bephenium Hydroxynaphthoate,0,0.5278,0.52575
gradient3,T2,L03,Control,Bephenium Hydroxynaphthoate,0,0.5027999999999999,0.52575
gradient3,T2,L04,Control,Bephenium Hydroxynaphthoate,0,0.5668500000000001,0.52575
gradient3,T2,M06,Control,Bephenium Hydroxynaphthoate,0,0.5237,0.52575
gradient3,T2,M13,Control,Bephenium Hydroxynaphthoate,0,0.5689500000000001,0.52575
gradient3,T2,M17,Control,Bephenium Hydroxynaphthoate,0,0.36585,0.52575
gradient3,T2,O01,Control,Bephenium Hydroxynaphthoate,0,0.45855,0.52575
gradient3,T2,O03,Control,Bephenium Hydroxynaphthoate,0,0.4655,0.52575
gradient3,T2,O21,Control,Bephenium Hydroxynaphthoate,0,0.4881,0.52575
gradient3,T2,P16,Control,Bephenium Hydroxynaphthoate,0,0.34285,0.52575
gradient3,T2,P21,Control,Bephenium Hydroxynaphthoate,0,0.5192,0.52575
gradient1,T0,A03,Control,dl-alpha-methyl-p-tyrosine,0,0.1618,0.163
gradient1,T0,B18,Control,dl-alpha-methyl-p-tyrosine,0,0.1628,0.163
gradient1,T0,D17,Control,dl-alpha-methyl-p-tyrosine,0,0.17735,0.163
gradient1,T0,E06,Control,dl-alpha-methyl-p-tyrosine,0,0.1632,0.163
gradient1,T0,E24,Control,dl-alpha-methyl-p-tyrosine,0,0.16715,0.163
gradient1,T0,F09,Control,dl-alpha-methyl-p-tyrosine,0,0.17365,0.163
gradient1,T0,G01,Control,dl-alpha-methyl-p-tyrosine,0,0.1693,0.163
gradient1,T0,G05,Control,dl-alpha-methyl-p-tyrosine,0,0.17165,0.163
gradient1,T0,H01,Control,dl-alpha-methyl-p-tyrosine,0,0.1682,0.163
gradient1,T0,H06,Control,dl-alpha-methyl-p-tyrosine,0,0.1667,0.163
gradient1,T0,I10,Control,dl-alpha-methyl-p-tyrosine,0,0.16875,0.163
gradient1,T0,J09,Control,dl-alpha-methyl-p-tyrosine,0,0.1618,0.163
gradient1,T0,K19,Control,dl-alpha-methyl-p-tyrosine,0,0.1716,0.163
gradient1,T0,K20,Control,dl-alpha-methyl-p-tyrosine,0,0.1601,0.163
gradient1,T0,L03,Control,dl-alpha-methyl-p-tyrosine,0,0.1535,0.163
gradient1,T0,L04,Control,dl-alpha-methyl-p-tyrosine,0,0.15775,0.163
gradient1,T0,M06,Control,dl-alpha-methyl-p-tyrosine,0,0.15935,0.163
gradient1,T0,M13,Control,dl-alpha-methyl-p-tyrosine,0,0.1743,0.163
gradient1,T0,M17,Control,dl-alpha-methyl-p-tyrosine,0,0.1552,0.163
gradient1,T0,O01,Control,dl-alpha-methyl-p-tyrosine,0,0.1618,0.163
gradient1,T0,O03,Control,dl-alpha-methyl-p-tyrosine,0,0.1593,0.163
gradient1,T0,O21,Control,dl-alpha-methyl-p-tyrosine,0,0.16175,0.163
gradient1,T0,P16,Control,dl-alpha-methyl-p-tyrosine,0,0.17220000000000002,0.163
gradient1,T0,P21,Control,dl-alpha-methyl-p-tyrosine,0,0.1552,0.163
gradient1,T1,A03,Control,dl-alpha-methyl-p-tyrosine,0,0.2351,0.22452499999999995
gradient1,T1,B18,Control,dl-alpha-methyl-p-tyrosine,0,0.18995,0.22452499999999995
gradient1,T1,D17,Control,dl-alpha-methyl-p-tyrosine,0,0.4456,0.22452499999999995
gradient1,T1,E06,Control,dl-alpha-methyl-p-tyrosine,0,0.21875,0.22452499999999995
gradient1,T1,E24,Control,dl-alpha-methyl-p-tyrosine,0,0.14775,0.22452499999999995
gradient1,T1,F09,Control,dl-alpha-methyl-p-tyrosine,0,0.8285499999999999,0.22452499999999995
gradient1,T1,G01,Control,dl-alpha-methyl-p-tyrosine,0,0.13315,0.22452499999999995
gradient1,T1,G05,Control,dl-alpha-methyl-p-tyrosine,0,1.1629,0.22452499999999995
gradient1,T1,H01,Control,dl-alpha-methyl-p-tyrosine,0,0.1616,0.22452499999999995
gradient1,T1,H06,Control,dl-alpha-methyl-p-tyrosine,0,0.3276,0.22452499999999995
gradient1,T1,I10,Control,dl-alpha-methyl-p-tyrosine,0,0.2694,0.22452499999999995
gradient1,T1,J09,Control,dl-alpha-methyl-p-tyrosine,0,0.23655,0.22452499999999995
gradient1,T1,K19,Control,dl-alpha-methyl-p-tyrosine,0,1.0071,0.22452499999999995
gradient1,T1,K20,Control,dl-alpha-methyl-p-tyrosine,0,0.2655,0.22452499999999995
gradient1,T1,L03,Control,dl-alpha-methyl-p-tyrosine,0,0.1881,0.22452499999999995
gradient1,T1,L04,Control,dl-alpha-methyl-p-tyrosine,0,0.5568500000000001,0.22452499999999995
gradient1,T1,M06,Control,dl-alpha-methyl-p-tyrosine,0,0.2166,0.22452499999999995
gradient1,T1,M13,Control,dl-alpha-methyl-p-tyrosine,0,0.28259999999999996,0.22452499999999995
gradient1,T1,M17,Control,dl-alpha-methyl-p-tyrosine,0,0.226,0.22452499999999995
gradient1,T1,O01,Control,dl-alpha-methyl-p-tyrosine,0,0.15785,0.22452499999999995
gradient1,T1,O03,Control,dl-alpha-methyl-p-tyrosine,0,0.14045,0.22452499999999995
gradient1,T1,O21,Control,dl-alpha-methyl-p-tyrosine,0,0.18455,0.22452499999999995
gradient1,T1,P16,Control,dl-alpha-methyl-p-tyrosine,0,0.22305,0.22452499999999995
gradient1,T1,P21,Control,dl-alpha-methyl-p-tyrosine,0,0.2091,0.22452499999999995
gradient1,T2,A03,Control,dl-alpha-methyl-p-tyrosine,0,0.50465,0.5037
gradient1,T2,B18,Control,dl-alpha-methyl-p-tyrosine,0,0.4741999999999999,0.5037
gradient1,T2,D17,Control,dl-alpha-methyl-p-tyrosine,0,0.32799999999999996,0.5037
gradient1,T2,E06,Control,dl-alpha-methyl-p-tyrosine,0,0.5479499999999999,0.5037
gradient1,T2,E24,Control,dl-alpha-methyl-p-tyrosine,0,0.40315,0.5037
gradient1,T2,F09,Control,dl-alpha-methyl-p-tyrosine,0,0.3701,0.5037
gradient1,T2,G01,Control,dl-alpha-methyl-p-tyrosine,0,0.3662,0.5037
gradient1,T2,G05,Control,dl-alpha-methyl-p-tyrosine,0,0.4217,0.5037
gradient1,T2,H01,Control,dl-alpha-methyl-p-tyrosine,0,0.43225,0.5037
gradient1,T2,H06,Control,dl-alpha-methyl-p-tyrosine,0,0.55385,0.5037
gradient1,T2,I10,Control,dl-alpha-methyl-p-tyrosine,0,0.6024,0.5037
gradient1,T2,J09,Control,dl-alpha-methyl-p-tyrosine,0,0.5334,0.5037
gradient1,T2,K19,Control,dl-alpha-methyl-p-tyrosine,0,2.0978,0.5037
gradient1,T2,K20,Control,dl-alpha-methyl-p-tyrosine,0,0.53495,0.5037
gradient1,T2,L03,Control,dl-alpha-methyl-p-tyrosine,0,0.50275,0.5037
gradient1,T2,L04,Control,dl-alpha-methyl-p-tyrosine,0,0.8234,0.5037
gradient1,T2,M06,Control,dl-alpha-methyl-p-tyrosine,0,0.50915,0.5037
gradient1,T2,M13,Control,dl-alpha-methyl-p-tyrosine,0,0.57955,0.5037
gradient1,T2,M17,Control,dl-alpha-methyl-p-tyrosine,0,0.4892,0.5037
gradient1,T2,O01,Control,dl-alpha-methyl-p-tyrosine,0,0.53535,0.5037
gradient1,T2,O03,Control,dl-alpha-methyl-p-tyrosine,0,0.4211,0.5037
gradient1,T2,O21,Control,dl-alpha-methyl-p-tyrosine,0,0.45565,0.5037
gradient1,T2,P16,Control,dl-alpha-methyl-p-tyrosine,0,0.49885,0.5037
gradient1,T2,P21,Control,dl-alpha-methyl-p-tyrosine,0,0.5062500000000001,0.5037
gradient2,T0,A03,Control,dl-alpha-methyl-p-tyrosine,0,0.15994999999999998,0.16049999999999998
gradient2,T0,B18,Control,dl-alpha-methyl-p-tyrosine,0,0.16510000000000002,0.16049999999999998
gradient2,T0,D17,Control,dl-alpha-methyl-p-tyrosine,0,0.16754999999999998,0.16049999999999998
gradient2,T0,E06,Control,dl-alpha-methyl-p-tyrosine,0,0.1578,0.16049999999999998
gradient2,T0,E24,Control,dl-alpha-methyl-p-tyrosine,0,0.16065,0.16049999999999998
gradient2,T0,F09,Control,dl-alpha-methyl-p-tyrosine,0,0.16649999999999998,0.16049999999999998
gradient2,T0,G01,Control,dl-alpha-methyl-p-tyrosine,0,0.1616,0.16049999999999998
gradient2,T0,G05,Control,dl-alpha-methyl-p-tyrosine,0,0.1565,0.16049999999999998
gradient2,T0,H01,Control,dl-alpha-methyl-p-tyrosine,0,0.1562,0.16049999999999998
gradient2,T0,H06,Control,dl-alpha-methyl-p-tyrosine,0,0.161,0.16049999999999998
gradient2,T0,I10,Control,dl-alpha-methyl-p-tyrosine,0,0.16010000000000002,0.16049999999999998
gradient2,T0,J09,Control,dl-alpha-methyl-p-tyrosine,0,0.1792,0.16049999999999998
gradient2,T0,K19,Control,dl-alpha-methyl-p-tyrosine,0,0.16185,0.16049999999999998
gradient2,T0,K20,Control,dl-alpha-methyl-p-tyrosine,0,0.16035,0.16049999999999998
gradient2,T0,L03,Control,dl-alpha-methyl-p-tyrosine,0,0.1583,0.16049999999999998
gradient2,T0,L04,Control,dl-alpha-methyl-p-tyrosine,0,0.1548,0.16049999999999998
gradient2,T0,M06,Control,dl-alpha-methyl-p-tyrosine,0,0.15895,0.16049999999999998
gradient2,T0,M13,Control,dl-alpha-methyl-p-tyrosine,0,0.1566,0.16049999999999998
gradient2,T0,M17,Control,dl-alpha-methyl-p-tyrosine,0,0.1586,0.16049999999999998
gradient2,T0,O01,Control,dl-alpha-methyl-p-tyrosine,0,0.16145,0.16049999999999998
gradient2,T0,O03,Control,dl-alpha-methyl-p-tyrosine,0,0.1628,0.16049999999999998
gradient2,T0,O21,Control,dl-alpha-methyl-p-tyrosine,0,0.16555,0.16049999999999998
gradient2,T0,P16,Control,dl-alpha-methyl-p-tyrosine,0,0.1652,0.16049999999999998
gradient2,T0,P21,Control,dl-alpha-methyl-p-tyrosine,0,0.1582,0.16049999999999998
gradient2,T1,A03,Control,dl-alpha-methyl-p-tyrosine,0,0.25575000000000003,0.25995
gradient2,T1,B18,Control,dl-alpha-methyl-p-tyrosine,0,0.26234999999999997,0.25995
gradient2,T1,D17,Control,dl-alpha-methyl-p-tyrosine,0,0.3043,0.25995
gradient2,T1,E06,Control,dl-alpha-methyl-p-tyrosine,0,0.2034,0.25995
gradient2,T1,E24,Control,dl-alpha-methyl-p-tyrosine,0,0.20015,0.25995
gradient2,T1,F09,Control,dl-alpha-methyl-p-tyrosine,0,1.41905,0.25995
gradient2,T1,G01,Control,dl-alpha-methyl-p-tyrosine,0,0.54825,0.25995
gradient2,T1,G05,Control,dl-alpha-methyl-p-tyrosine,0,0.3261,0.25995
gradient2,T1,H01,Control,dl-alpha-methyl-p-tyrosine,0,0.20245,0.25995
gradient2,T1,H06,Control,dl-alpha-methyl-p-tyrosine,0,0.2389,0.25995
gradient2,T1,I10,Control,dl-alpha-methyl-p-tyrosine,0,0.27835,0.25995
gradient2,T1,J09,Control,dl-alpha-methyl-p-tyrosine,0,0.24015,0.25995
gradient2,T1,K19,Control,dl-alpha-methyl-p-tyrosine,0,0.29915,0.25995
gradient2,T1,K20,Control,dl-alpha-methyl-p-tyrosine,0,0.31205,0.25995
gradient2,T1,L03,Control,dl-alpha-methyl-p-tyrosine,0,0.2808,0.25995
gradient2,T1,L04,Control,dl-alpha-methyl-p-tyrosine,0,0.29164999999999996,0.25995
gradient2,T1,M06,Control,dl-alpha-methyl-p-tyrosine,0,0.2683,0.25995
gradient2,T1,M13,Control,dl-alpha-methyl-p-tyrosine,0,0.17004999999999998,0.25995
gradient2,T1,M17,Control,dl-alpha-methyl-p-tyrosine,0,0.2551,0.25995
gradient2,T1,O01,Control,dl-alpha-methyl-p-tyrosine,0,0.54985,0.25995
gradient2,T1,O03,Control,dl-alpha-methyl-p-tyrosine,0,0.2228,0.25995
gradient2,T1,O21,Control,dl-alpha-methyl-p-tyrosine,0,0.25755,0.25995
gradient2,T1,P16,Control,dl-alpha-methyl-p-tyrosine,0,0.2322,0.25995
gradient2,T1,P21,Control,dl-alpha-methyl-p-tyrosine,0,0.23745,0.25995
gradient2,T2,A03,Control,dl-alpha-methyl-p-tyrosine,0,0.4837,0.5062
gradient2,T2,B18,Control,dl-alpha-methyl-p-tyrosine,0,0.50125,0.5062
gradient2,T2,D17,Control,dl-alpha-methyl-p-tyrosine,0,0.55635,0.5062
gradient2,T2,E06,Control,dl-alpha-methyl-p-tyrosine,0,0.4883499999999999,0.5062
gradient2,T2,E24,Control,dl-alpha-methyl-p-tyrosine,0,0.44395,0.5062
gradient2,T2,F09,Control,dl-alpha-methyl-p-tyrosine,0,0.406,0.5062
gradient2,T2,G01,Control,dl-alpha-methyl-p-tyrosine,0,0.6947000000000001,0.5062
gradient2,T2,G05,Control,dl-alpha-methyl-p-tyrosine,0,0.5638,0.5062
gradient2,T2,H01,Control,dl-alpha-methyl-p-tyrosine,0,0.4567,0.5062
gradient2,T2,H06,Control,dl-alpha-methyl-p-tyrosine,0,0.5163500000000001,0.5062
gradient2,T2,I10,Control,dl-alpha-methyl-p-tyrosine,0,0.5431999999999999,0.5062
gradient2,T2,J09,Control,dl-alpha-methyl-p-tyrosine,0,0.53135,0.5062
gradient2,T2,K19,Control,dl-alpha-methyl-p-tyrosine,0,0.5607500000000001,0.5062
gradient2,T2,K20,Control,dl-alpha-methyl-p-tyrosine,0,0.57125,0.5062
gradient2,T2,L03,Control,dl-alpha-methyl-p-tyrosine,0,0.5157,0.5062
gradient2,T2,L04,Control,dl-alpha-methyl-p-tyrosine,0,0.55075,0.5062
gradient2,T2,M06,Control,dl-alpha-methyl-p-tyrosine,0,0.5336000000000001,0.5062
gradient2,T2,M13,Control,dl-alpha-methyl-p-tyrosine,0,0.431,0.5062
gradient2,T2,M17,Control,dl-alpha-methyl-p-tyrosine,0,0.35405,0.5062
gradient2,T2,O01,Control,dl-alpha-methyl-p-tyrosine,0,0.50635,0.5062
gradient2,T2,O03,Control,dl-alpha-methyl-p-tyrosine,0,0.49755,0.5062
gradient2,T2,O21,Control,dl-alpha-methyl-p-tyrosine,0,0.50605,0.5062
gradient2,T2,P16,Control,dl-alpha-methyl-p-tyrosine,0,0.47025,0.5062
gradient2,T2,P21,Control,dl-alpha-methyl-p-tyrosine,0,0.5057499999999999,0.5062
gradient3,T0,A03,Control,dl-alpha-methyl-p-tyrosine,0,0.1649,0.159775
gradient3,T0,B18,Control,dl-alpha-methyl-p-tyrosine,0,0.16235,0.159775
gradient3,T0,D17,Control,dl-alpha-methyl-p-tyrosine,0,0.18025,0.159775
gradient3,T0,E06,Control,dl-alpha-methyl-p-tyrosine,0,0.15855000000000002,0.159775
gradient3,T0,E24,Control,dl-alpha-methyl-p-tyrosine,0,0.16335,0.159775
gradient3,T0,F09,Control,dl-alpha-methyl-p-tyrosine,0,0.15894999999999998,0.159775
gradient3,T0,G01,Control,dl-alpha-methyl-p-tyrosine,0,0.16335,0.159775
gradient3,T0,G05,Control,dl-alpha-methyl-p-tyrosine,0,0.1572,0.159775
gradient3,T0,H01,Control,dl-alpha-methyl-p-tyrosine,0,0.1568,0.159775
gradient3,T0,H06,Control,dl-alpha-methyl-p-tyrosine,0,0.16065000000000002,0.159775
gradient3,T0,I10,Control,dl-alpha-methyl-p-tyrosine,0,0.16205,0.159775
gradient3,T0,J09,Control,dl-alpha-methyl-p-tyrosine,0,0.17075,0.159775
gradient3,T0,K19,Control,dl-alpha-methyl-p-tyrosine,0,0.1568,0.159775
gradient3,T0,K20,Control,dl-alpha-methyl-p-tyrosine,0,0.1555,0.159775
gradient3,T0,L03,Control,dl-alpha-methyl-p-tyrosine,0,0.1533,0.159775
gradient3,T0,L04,Control,dl-alpha-methyl-p-tyrosine,0,0.16,0.159775
gradient3,T0,M06,Control,dl-alpha-methyl-p-tyrosine,0,0.1552,0.159775
gradient3,T0,M13,Control,dl-alpha-methyl-p-tyrosine,0,0.16995,0.159775
gradient3,T0,M17,Control,dl-alpha-methyl-p-tyrosine,0,0.15955,0.159775
gradient3,T0,O01,Control,dl-alpha-methyl-p-tyrosine,0,0.16475,0.159775
gradient3,T0,O03,Control,dl-alpha-methyl-p-tyrosine,0,0.15835,0.159775
gradient3,T0,O21,Control,dl-alpha-methyl-p-tyrosine,0,0.15395,0.159775
gradient3,T0,P16,Control,dl-alpha-methyl-p-tyrosine,0,0.17395,0.159775
gradient3,T0,P21,Control,dl-alpha-methyl-p-tyrosine,0,0.1545,0.159775
gradient3,T1,A03,Control,dl-alpha-methyl-p-tyrosine,0,0.2998,0.277325
gradient3,T1,B18,Control,dl-alpha-methyl-p-tyrosine,0,0.26905,0.277325
gradient3,T1,D17,Control,dl-alpha-methyl-p-tyrosine,0,0.28115,0.277325
gradient3,T1,E06,Control,dl-alpha-methyl-p-tyrosine,0,0.256,0.277325
gradient3,T1,E24,Control,dl-alpha-methyl-p-tyrosine,0,0.19645,0.277325
gradient3,T1,F09,Control,dl-alpha-methyl-p-tyrosine,0,0.28375,0.277325
gradient3,T1,G01,Control,dl-alpha-methyl-p-tyrosine,0,0.1821,0.277325
gradient3,T1,G05,Control,dl-alpha-methyl-p-tyrosine,0,0.2924,0.277325
gradient3,T1,H01,Control,dl-alpha-methyl-p-tyrosine,0,0.1896,0.277325
